study	sample_id	group	Adora2a	unit_status	source_evidence
GSE301407	OIR-2A	OIR	1.5079906352126	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO
GSE301407	OIR-3A	OIR	1.92068243800827	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO
GSE301407	WT-1A	normoxia	0.314468495662544	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO
GSE301407	WT-2A	normoxia	0.848172500109272	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO
GSE301407	WT-3A	normoxia	1.11876653967527	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLES_WITH_UNRESOLVED_ANIMAL_MAPPING	official GEO family SOFT and series/sample protocol; Injectable Multifunctional Hydrogel with Sustained Release of procyanidin C1 for Selective Senolysis to Remodel Ocular Fundus Neovascularization; no linked PubMed ID in GEO
GSE315511	R5	OIR_IgG	-0.163587557793186	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R6	OIR_IgG	-3.26304474908057	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R7	OIR_IgG	0.326028337005995	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R8	OIR_IgG	-0.526680238745483	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R1	normoxia	-2.55859662009593	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R2	normoxia	-0.196484651182651	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R3	normoxia	0.928014475962796	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
GSE315511	R4	normoxia	0.0437493548698497	INDEPENDENT_RETINAL_UNITS_CONFIRMED	official GEO family SOFT and series/sample protocol; Oohashi et al. Attenuation of oxygen-induced neovascularization and inflammation by neutralizing antibody to VEGFA and/or ANG-2; PMID 41944819
PRJNA1227125	SRR32498838	Normoxia	1.57490824579576	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1227125	SRR32498839	Normoxia	1.01947366310514	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1227125	SRR32498840	Normoxia	1.12352977335876	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1227125	SRR32498841	OIR	2.45300899833435	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1227125	SRR32498842	OIR	1.68382395595488	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1227125	SRR32498843	OIR	2.04978182483288	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1347474	SRR35839329	Normoxia	-4.04299337560154	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1347474	SRR35839330	Normoxia	-0.241967880919248	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1347474	SRR35839333	OIR	0.897473328641246	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
PRJNA1347474	SRR35839334	OIR	1.01310303320939	DEPOSITED_RETINAL_BIOLOGICAL_LIBRARY_WITH_UNRESOLVED_ANIMAL_MAPPING	official NCBI BioProject, BioSample, SRA experiment and run records
