accession	publication	platform	retinal_tissue_or_compartment	age	OIR_definition	control_definition	treatment_control_arm_status	sample_ID	group	animal_ID	eye_laterality	pooling	technical_replicate_ID	recoverability_evidence	unit_status	primary_action	source_evidence	Adora2a_expression_used_pre_audit
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	nonOIR_5	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-2.96204400242385
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	nonOIR_6	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	nonOIR_7	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	nonOIR_8	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_1	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_2	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_3	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_4	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_5	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_6	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_7	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-3.13048693745631
GSE132731	Temporo-spatial distribution and transcriptional profile of retinal microglia in the oxygen-induced retinopathy mouse model	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	OIR_8	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE132731_data.csv.gz	-5.56781953183924
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035321	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	7.58738
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035322	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	7.39927
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035323	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	8.08979
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035318	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	7.89785
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035319	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	7.6057
GSE135844	Progenitor cell combination normalizes retinal vascular development by enhancing pericyte ensheathment in the oxygen-induced retinopathy (OIR) model	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4035320	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE135844_series_matrix.txt.gz	7.58546
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810567	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810567_Control_retina_P17_1_reads.xlsx	1.65177773377809
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810568	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810568_Control_retina_P17_2_reads.xlsx	2.12291918795701
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810569	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810569_Control_retina_P17_3_reads.xlsx	1.75506790980125
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810570	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810570_OIR_retina_P17_1_reads.xlsx	2.51100849114425
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810571	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810571_OIR_retina_P17_2_reads.xlsx	2.53976900459717
GSE158799	C57Bl6J retina lysates in oxygen-induced retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM4810572	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSM4810572_OIR_retina_P17_3_reads.xlsx	2.49988557065861
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T07	OIR_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	1.29250260489776
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T08	OIR_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	0.831467879189177
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T09	OIR_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	1.05896686069043
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T01	normoxia_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	1.02897008083902
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T02	normoxia_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	0.914036331549349
GSE194176	Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	GPL24247	whole retina / deposited retinal sample	P17	wild-type mice exposed to 75% oxygen P7-P12; collected P17	room-air wild-type P17	wild-type OIR arm; IL-19 knockout arm excluded	T03	normoxia_WT	not deposited	not deposited	not reported	none identified	GEO states three retinal replicates per arm and 'retinas were collected'; animal ID, laterality, pooling, and bilateral-eye mapping are absent	DEPOSITED_RETINAL_BIOLOGICAL_REPLICATES_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO family SOFT and series/sample protocol; Zou et al.; GEO-linked PMID 35816041 (and linked follow-up PMID 39948347)	0.948022906220909
GSE216676	Metabolic reprogramming of the neovascular niche promotes regenerative angiogenesis in proliferative retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM6685631	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE216676.tsv.gz	3.97759828008154
GSE216676	Metabolic reprogramming of the neovascular niche promotes regenerative angiogenesis in proliferative retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM6685632	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE216676.tsv.gz	4.25935773751639
GSE216676	Metabolic reprogramming of the neovascular niche promotes regenerative angiogenesis in proliferative retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM6685629	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE216676.tsv.gz	5.19429834719421
GSE216676	Metabolic reprogramming of the neovascular niche promotes regenerative angiogenesis in proliferative retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM6685633	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE216676.tsv.gz	3.42129797301644
GSE216676	Metabolic reprogramming of the neovascular niche promotes regenerative angiogenesis in proliferative retinopathy	raw_counts	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM6685635	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE216676.tsv.gz	4.34781406902899
GSE230668	Effects of inhibitors in mice with oxygen-induced retinopathy	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM7230931	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE230668_series_matrix.txt.gz	6.572715
GSE230668	Effects of inhibitors in mice with oxygen-induced retinopathy	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM7230933	Normoxia	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE230668_series_matrix.txt.gz	6.854839
GSE230668	Effects of inhibitors in mice with oxygen-induced retinopathy	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM7230932	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE230668_series_matrix.txt.gz	6.883764
GSE230668	Effects of inhibitors in mice with oxygen-induced retinopathy	microarray_log	retinal OIR-relevant deposited sample/library	P17	P17 OIR group identified in official record	P17 normoxia/room-air comparator identified in official record	eligible predefined OIR-control contrast	GSM7230934	OIR	not deposited	not deposited	not completely recoverable	none identified	distinct deposited retinal biological samples/libraries; no technical duplication identified	DEPOSITED_RETINAL_BIOLOGICAL_SAMPLE_WITH_UNRESOLVED_ANIMAL_MAPPING	RETAIN_PRIMARY_DEPOSITED_SAMPLE_SYNTHESIS	official GEO record and processed matrix; release_input/GSE230668_series_matrix.txt.gz	6.820788
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S1	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.21165510223716
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S2	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	6.63025255433099
GSE234447	Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	GPL30172	whole retina / deposited retinal sample	P17	C57BL/6J OIR; P17 retinal collection	age-matched non-OIR P17	untreated OIR versus non-OIR	OIR_p17_S3	OIR	one animal per library supported at study level	not deposited	one fellow retina or both eyes pooled within an animal; exact one-versus-two-retina mapping is not deposited	none identified	GEO extraction protocol states that a fellow eye was used for some mice and both eyes were pooled for other animals; each library therefore represents one animal even when both eyes were pooled	ANIMAL_LEVEL_UNIT_RECOVERABLE	RETAIN_PRIMARY_AND_STRICT_SENSITIVITY	official GEO family SOFT and series/sample protocol; Pauleikhoff et al. Transcriptional Comparison of Human and Murine Retinal Neovascularization; PMID 38153746	7.04120185806998
