source	record_id	title	query_id	date_identified	duplicate_of	screening_stage	decision	exclusion_reason	linked_accession_or_bioproject	final_cohort	source_url
GEO	GSM7843057	Retina, IgG_P14_OIR_rep2	GEO_01-03_UNION	2026-08-11	GSE245456	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE245456		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843057
GEO	GSM7843060	Retina, IgG_P17_OIR_rep1	GEO_01-03_UNION	2026-08-11	GSE245456	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE245456		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843060
GEO	GSM7843061	Retina, IgG_P17_OIR_rep2	GEO_01-03_UNION	2026-08-11	GSE245456	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE245456		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7843061
GEO	GSM7966943	OIR	GEO_01-03_UNION	2026-08-11	GSE249919	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE249919		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM7966943
GEO	GSM8208240	AAV_NC1	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208240
GEO	GSM8208241	AAV_NC2	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208241
GEO	GSM8208242	AAV_NC3	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208242
GEO	GSM8208243	AAV_NC4	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208243
GEO	GSM8208244	AAV_sh1	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208244
GEO	GSM8208245	AAV_sh2	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208245
GEO	GSM8208246	AAV_sh3	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208246
GEO	GSM8208247	AAV_sh4	GEO_01-03_UNION	2026-08-11	GSE263978	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE263978		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8208247
GEO	GSM8659073	snRNA, Mouse, OIR Model, retina, P17	GEO_01-03_UNION	2026-08-11	GSE283276	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE283276		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8659073
GEO	GSM8659074	snATAC, Mouse, OIR Model, retina, P17	GEO_01-03_UNION	2026-08-11	GSE283276	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE283276		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8659074
GEO	GSM8776316	146	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776316
GEO	GSM8776317	148	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776317
GEO	GSM8776318	188	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776318
GEO	GSM8776319	144	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776319
GEO	GSM8776320	145	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776320
GEO	GSM8776321	186	GEO_01-03_UNION	2026-08-11	GSE288833	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE288833		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8776321
GEO	GSM8848851	WT_1	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848851
GEO	GSM8848852	WT_2	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848852
GEO	GSM8848853	WT_3	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848853
GEO	GSM8848854	WT_4	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848854
GEO	GSM8848855	WT_5	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848855
GEO	GSM8848856	Atf6KO_1	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848856
GEO	GSM8848857	Atf6KO_2	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848857
GEO	GSM8848858	Atf6KO_3	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848858
GEO	GSM8848859	Atf6KO_4	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848859
GEO	GSM8848860	Atf6KO_5	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848860
GEO	GSM8848861	PBS_1	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848861
GEO	GSM8848862	PBS_2	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848862
GEO	GSM8848863	PBS_3	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848863
GEO	GSM8848864	PBS_4	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848864
GEO	GSM8848865	PBS_5	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848865
GEO	GSM8848866	CeapinA7-1	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848866
GEO	GSM8848867	CeapinA7-2	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848867
GEO	GSM8848868	CeapinA7-3	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848868
GEO	GSM8848869	CeapinA7-4	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848869
GEO	GSM8848870	CeapinA7-5	GEO_01-03_UNION	2026-08-11	GSE292097	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE292097		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM8848870
GEO	GSM9672357	Retina, WT, Room Air, P17	GEO_01-03_UNION	2026-08-11	GSE328096	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE328096		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672357
GEO	GSM9672358	Retina, Epac1 KO, Room Air, P17	GEO_01-03_UNION	2026-08-11	GSE328096	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE328096		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672358
GEO	GSM9672359	Retina, WT, OIR, P17	GEO_01-03_UNION	2026-08-11	GSE328096	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE328096		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672359
GEO	GSM9672360	Retina, Epac1 KO, OIR, P17	GEO_01-03_UNION	2026-08-11	GSE328096	removed_before_screening	REMOVE_GEO_CHILD_SAMPLE_OBJECT	GEO sample-level child object; the parent series was the screening unit.	GSE328096		https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM9672360
PubMed	16198337	Downregulation of vascular endothelial growth factor and integrinbeta3 by endostatin in a mouse model of retinal neovascularization.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/16198337/
PubMed	16259558	Adeno-associated virus-mediated expression of vascular endothelial growth factor peptides inhibits retinal neovascularization in a mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/16259558/
PubMed	17065527	Pathological but not physiological retinal neovascularization is altered in TNF-Rp55-receptor-deficient mice.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/17065527/
PubMed	17685494	Helper-dependent adenovirus for the gene therapy of proliferative retinopathies: stable gene transfer, regulated gene expression and therapeutic efficacy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/17685494/
PubMed	18838407	Comprehensive gene-expression profile in murine oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/18838407/
PubMed	19718802	N-hydroxy-7-(2-naphthylthio) heptanomide inhibits retinal and choroidal angiogenesis.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/19718802/
PubMed	19834031	Identification of genes and pathways involved in retinal neovascularization by microarray analysis of two animal models of retinal angiogenesis.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/19834031/
PubMed	20220049	Gene expression profile of hyperoxic and hypoxic retinas in a mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11	GSE19886	title_abstract_and_accession_screening	DUPLICATE_REPORT_LINKED_TO_GEO	Publication report linked to a screened GEO series	GSE19886		https://pubmed.ncbi.nlm.nih.gov/20220049/
PubMed	20610844	Genetic inactivation of the adenosine A2A receptor attenuates pathologic but not developmental angiogenesis in the mouse retina.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/20610844/
PubMed	21414312	Inhibition of hypoxia-induced retinal neovascularization in mice with short hairpin RNA targeting Rac1, possibly via blockading redox signaling.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/21414312/
PubMed	21731737	Blockade of VEGFR1 and 2 suppresses pathological angiogenesis and vascular leakage in the eye.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/21731737/
PubMed	21912378	Bone marrow-derived monocyte lineage cells recruited by MIP-1β promote physiological revascularization in mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/21912378/
PubMed	22491401	Propranolol inhibition of β-adrenergic receptor does not suppress pathologic neovascularization in oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/22491401/
PubMed	22714897	β-LGND2, an ERβ selective agonist, inhibits pathologic retinal neovascularization.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/22714897/
PubMed	23048035	Connective tissue growth factor regulates retinal neovascularization through p53 protein-dependent transactivation of the matrix metalloproteinase (MMP)-2 gene.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/23048035/
PubMed	23592914	Profiling of genes associated with the murine model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11	GSE38762	title_abstract_and_accession_screening	DUPLICATE_REPORT_LINKED_TO_GEO	Publication report linked to a screened GEO series	GSE38762		https://pubmed.ncbi.nlm.nih.gov/23592914/
PubMed	23798676	Degradome products of the matricellular protein CCN1 as modulators of pathological angiogenesis in the retina.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/23798676/
PubMed	23942974	Modulation of angiogenesis by genetic manipulation of ATF4 in mouse model of oxygen-induced retinopathy [corrected].	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/23942974/
PubMed	23959876	Hypoxic retinal Muller cells promote vascular permeability by HIF-1-dependent up-regulation of angiopoietin-like 4.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/23959876/
PubMed	24106122	Involvement of Nox2 NADPH oxidase in retinal neovascularization.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/24106122/
PubMed	24566275	Anti-angiogenic effect of bare titanium dioxide nanoparticles on pathologic neovascularization without unbearable toxicity.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/24566275/
PubMed	24875598	Hypoxia-mediated retinal neovascularization and vascular leakage in diabetic retina is suppressed by HIF-1α destabilization by SH-1242 and SH-1280, novel hsp90 inhibitors.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/24875598/
PubMed	24947526	Endothelial deletion of phospholipase D2 reduces hypoxic response and pathological angiogenesis.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/24947526/
PubMed	26064225	Temporal and spatial changes in VEGF, αA- and αB-crystallin expression in a mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/26064225/
PubMed	26242736	Single and Compound Knock-outs of MicroRNA (miRNA)-155 and Its Angiogenic Gene Target CCN1 in Mice Alter Vascular and Neovascular Growth in the Retina via Resident Microglia.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/26242736/
PubMed	26264147	Inhibitory effect of Samul-tang on retinal neovascularization in oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/26264147/
PubMed	27091985	Comparative systems pharmacology of HIF stabilization in the prevention of retinopathy of prematurity.	PUBMED_01	2026-08-11	GSE74170	title_abstract_and_accession_screening	DUPLICATE_REPORT_LINKED_TO_GEO	Publication report linked to a screened GEO series	GSE74170		https://pubmed.ncbi.nlm.nih.gov/27091985/
PubMed	27653551	Retinal expression of small non-coding RNAs in a murine model of proliferative retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/27653551/
PubMed	27658786	An Eye on Age-Related Macular Degeneration: The Role of MicroRNAs in Disease Pathology.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/27658786/
PubMed	27922698	Differentially expressed miRNAs in oxygen‑induced retinopathy newborn mouse models.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/27922698/
PubMed	28400392	Identification of RUNX1 as a Mediator of Aberrant Retinal Angiogenesis.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/28400392/
PubMed	28469167	Interplay between CCN1 and Wnt5a in endothelial cells and pericytes determines the angiogenic outcome in a model of ischemic retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/28469167/
PubMed	30097694	Anti-angiogenic effects of the DPP-4 inhibitor linagliptin via inhibition of VEGFR signalling in the mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/30097694/
PubMed	30250985	Contribution of the clock gene DEC2 to VEGF mRNA upregulation by modulation of HIF1α protein levels in hypoxic MIO-M1 cells, a human cell line of retinal glial (Müller) cells.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/30250985/
PubMed	31131231	Identification of altered microRNAs in retinas of mice with oxygen-induced retinopathy.	PUBMED_01	2026-08-11	GSE115949	title_abstract_and_accession_screening	DUPLICATE_REPORT_LINKED_TO_GEO	Publication report linked to a screened GEO series	GSE115949		https://pubmed.ncbi.nlm.nih.gov/31131231/
PubMed	31171905	Microarray Analysis of Long Non-Coding RNAs and Messenger RNAs in a Mouse Model of Oxygen-Induced Retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31171905/
PubMed	31199961	The long dystrophin gene product Dp427 modulates retinal function and vascular morphology in response to age and retinal ischemia.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31199961/
PubMed	31314602	Stanniocalcin-1 is a Modifier of Oxygen-Induced Retinopathy Severity.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31314602/
PubMed	31452702	Oxygen-induced circRNA profiles and coregulatory networks in a retinopathy of prematurity mouse model.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31452702/
PubMed	31578039	Short- and long-term impact of hyperoxia on the blood and retinal cells' transcriptome in a mouse model of oxygen-induced retinopathy.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31578039/
PubMed	31672944	Progenitor cell combination normalizes retinal vascular development in the oxygen-induced retinopathy (OIR) model.	PUBMED_01	2026-08-11	GSE135844	title_abstract_and_accession_screening	DUPLICATE_REPORT_LINKED_TO_GEO	Publication report linked to a screened GEO series	GSE135844	GSE135844	https://pubmed.ncbi.nlm.nih.gov/31672944/
PubMed	31692917	Identifying circRNA-associated-ceRNA networks in retinal neovascularization in mice.	PUBMED_01	2026-08-11		title_abstract_and_accession_screening	NO_ADDITIONAL_ELIGIBLE_ACCESSION_IDENTIFIED	Title/abstract and cross-source checks did not identify an additional eligible public accession			https://pubmed.ncbi.nlm.nih.gov/31692917/
