pmid	title	abstract	accessions_in_title_abstract	mentions_transcriptomic_assay	mentions_public_data
38027065	AAV2-antiVEGFscFv gene therapy for retinal neovascularization.	Retinal neovascularization (NV) may lead to irreversible vision impairment, the main treatment for which is the inhibition of vascular endothelial growth factor (VEGF). Existing drugs show limited clinical benefits because of their high prices and short half-lives, which increase the financial burden and medical risks to patients. Gene therapy on the basis of adeno-associated viruses is a promising approach to overcome these limitations because of the nonintegrative nature, low immunogenicity, and potential long-term gene expression of adeno-associated viruses. In this study, we constructed a novel recombinant adeno-associated virus with the single-chain fragment variable (scFv) fragment of the anti-VEGF antibody, AAV2-antiVEGFscFv, consisting of the VH and VL structural domains of IgG. AAV2-antiVEGFscFv effectively inhibited NV, retinal leakage, and retinal detachment in oxygen-induced retinopathy (OIR) mice, Tet/opsin/VEGF double-transgenic mice, and VEGF-induced rabbit NV models. AAV2-antiVEGFscFv also significantly suppressed VEGF-induced inflammation. Furthermore, we showed that AAV2-antiVEGFscFv could be sustainably expressed for a prolonged period and exhibited low immunotoxicity in vivo. This study indicates that AAV2-antiVEGFscFv could be a potential approach for NV treatment and provides strong support for preclinical research.		True	False
38153746	Transcriptional Comparison of Human and Murine Retinal Neovascularization.	Retinal neovascularization (RNV) is the leading cause of vision loss in diseases like proliferative diabetic retinopathy (PDR). A significant failure rate of current treatments indicates the need for novel treatment targets. Animal models are crucial in this process, but current diabetic retinopathy models do not develop RNV. Although the nondiabetic oxygen-induced retinopathy (OIR) mouse model is used to study RNV development, it is largely unknown how closely it resembles human PDR. We therefore performed RNA sequencing on murine (C57BL/6J) OIR retinas (n = 14) and human PDR RNV membranes (n = 7) extracted during vitrectomy, each with reference to control tissue (n=13/10). Differentially expressed genes (DEG) and associated biological processes were analyzed and compared between human and murine RNV to assess molecular overlap and identify phylogenetically conserved factors. In total, 213 murine- and 1223 human-specific factors were upregulated with a small overlap of 94 DEG (7% of human DEG), although similar biological processes such as angiogenesis, regulation of immune response, and extracellular matrix organization were activated in both species. Phylogenetically conserved mediators included ANGPT2, S100A8, MCAM, EDNRA, and CCR7. Even though few individual genes were upregulated simultaneously in both species, similar biological processes appeared to be activated. These findings demonstrate the potential and limitations of the OIR model to study human PDR and identify phylogenetically conserved potential treatment targets for PDR.		True	False
38190125	Oncostatin M Reduces Pathological Neovascularization in the Retina Through Müller Cell Activation.	Continuous vision loss due to vasoproliferative eye disease still represents an unsolved issue despite anti-vascular endothelial growth factor (VEGF) therapy. The impact of signal transducer and activator of transcription 3 (STAT3) signaling on retinal angiogenesis and its potential use as a therapeutic target remain controversial. In vitro, oncostatin M (OSM), as a strong STAT3 activator, possesses robust proangiogenic activity. This study investigated to what extent the proangiogenic effects of OSM translate to the in vivo setting of vasoproliferative eye disease. The in vitro effect of OSM on endothelial cells was investigated in the spheroid sprouting assay and through RNA sequencing. The mouse model for oxygen-induced retinopathy (OIR) was used to evaluate the impact of OSM in vivo. Signaling patterns were measured by western blot and retinal cryosections. Primary Müller cell cultures were used to evaluate the effect of OSM on the Müller cell secretome. Murine retinal vascular endothelial cells were isolated from OIR retinas using fluorescence-activated cell sorting (FACS) and were used for RNA sequencing. Although OSM induced pro-angiogenic responses in vitro, in the OIR model intravitreal injection of OSM reduced retinal neovascularization by 65.2% and vaso-obliteration by 45.5% in Müller cells. Injecting OSM into the vitreous activated the STAT3 signaling pathway in multiple retinal cell types, including Müller cells. In vitro, OSM treatment increased CXCL10 secretion. RNA sequencing of sorted vascular endothelial cells at OIR P17 following OSM treatment indicated downregulation of angiogenesis- and mitosis-associated genes. In vivo, OSM reveals a beneficial angiomodulatory effect by activating Müller cells and changing their secretome. The data highlight contradictions between cytokine-induced effects in vitro and in vivo depending on the cell types mediating the effect.		True	False
38434621	Amelioration of oxygen-induced retinopathy in neonatal mice with fetal growth restriction.	Introduction: With the aim of optimizing the balance of maintaining a safe oxygen saturation and reducing the risk of retinopathy of prematurity in human neonates with fetal growth restriction (FGR), the present study investigated the distinct effects of oxygen supplementation on the retinal neovasculature using a murine premature neonatal oxygen-induced retinopathy (OIR) model with or without fetal growth restriction. Methods: For comparison with normal birth-weight neonates, maternal low-protein diet-induced FGR neonates were subjected to fluctuating oxygen levels to generate oxygen-induced retinopathy. The retinal neovasculature was histologically evaluated, and comprehensive transcriptome analysis was conducted. Results: Compared to OIR neonates with normal birth weight, significant amelioration of the neovasculature, as indicated by decreases in the number of branch junctions, vascular distribution, maximal vascular radius and microaneurysm-like tufts, was observed in OIR mice with FGR. The results of retinal RNA-sequencing revealed downregulation of angiogenic factors that trigger pathological retinal neovascularization, such as the mitogen-activated protein kinase pathway and corresponding upstream signaling pathways in OIR mice with FGR. Conclusion: Our findings demonstrated that FGR neonates have a higher capacity for retinal oxygen stress, and the risk of OIR development is attenuated compared to that in mature neonates with normal birth weight.		True	False
38505600	G protein subunit alpha i2's pivotal role in angiogenesis.	Here we explored the potential role of Gαi2 (G protein subunit alpha i2) in endothelial cell function and angiogenesis. Methods: Genetic methodologies such as shRNA, CRISPR/Cas9, dominant negative mutation, and overexpression were utilized to modify Gαi2 expression or regulate its function. Their effects on endothelial cell functions were assessed in vitro. In vivo, the endothelial-specific Gαi2 shRNA adeno-associated virus (AAV) was utilized to silence Gαi2 expression. The impact of this suppression on retinal angiogenesis in control mice and streptozotocin (STZ)-induced diabetic retinopathy (DR) mice was analyzed. Results: Analysis of single-cell RNA sequencing data revealed Gαi2 (GNAI2) was predominantly expressed in retinal endothelial cells and expression was increased in retinal endothelial cells following oxygen-induced retinopathy (OIR) in mice. Moreover, transcriptome analysis linking Gαi2 to angiogenesis-related processes/pathways, supported by increased Gαi2 expression in experimental OIR mouse retinas, highlighted its possible role in angiogenesis. In various endothelial cell types, shRNA-induced silencing and CRISPR/Cas9-mediated knockout (KO) of Gαi2 resulted in substantial reductions in cell proliferation, migration, invasion, and capillary tube formation. Conversely, Gαi2 over-expression in endothelial cells induced pro-angiogenic activities, enhancing cell proliferation, migration, invasion, and capillary tube formation. Furthermore, our investigation revealed a crucial role of Gαi2 in NFAT (nuclear factor of activated T cells) activation, as evidenced by the down-regulation of NFAT-luciferase reporter activity and pro-angiogenesis NFAT-targeted genes (Egr3, CXCR7, and RND1) in Gαi2-silenced or -KO HUVECs, which were up-regulated in Gαi2-overexpressing endothelial cells. Expression of a dominant negative Gαi2 mutation (S48C) also down-regulated NFAT-targeted genes, slowing proliferation, migration, invasion, and capillary tube formation in HUVECs. Importantly, in vivo experiments revealed that endothelial Gαi2 knockdown inhibited retinal angiogenesis in mice, with a concomitant down-regulation of NFAT-targeted genes in mouse retinal tissue. In contrast, Gαi2 over-expression in endothelial cells enhanced retinal angiogenesis in mice. Single-cell RNA sequencing data confirmed increased levels of Gαi2 specifically in retinal endothelial cells of mice with streptozotocin (STZ)-induced diabetic retinopathy (DR). Importantly, endothelial Gαi2 silencing ameliorated retinal pathological angiogenesis in DR mice. Conclusion: Our study highlights a critical role for Gαi2 in NFAT activation, endothelial cell activation and angiogenesis, offering valuable insights into potential therapeutic strategies for modulating these processes.		True	False
38509306	RNA-binding proteins potentially regulate the alternative splicing of cell cycle-associated genes in proliferative diabetic retinopathy.	RNA-binding proteins (RBPs) contribute to the pathogenesis of proliferative diabetic retinopathy (PDR) by regulating gene expression through alternative splicing events (ASEs). However, the RBPs differentially expressed in PDR and the underlying mechanisms remain unclear. Thus, this study aimed to identify the differentially expressed genes in the neovascular membranes (NVM) and retinas of patients with PDR. The public transcriptome dataset GSE102485 was downloaded from the Gene Expression Omnibus database, and samples of PDR and normal retinas were analyzed. A mouse model of oxygen-induced retinopathy was used to confirm the results. The top 20 RBPs were screened for co-expression with alternative splicing genes (ASGs). A total of 403 RBPs were abnormally expressed in the NVM and retina samples. Functional analysis demonstrated that the ASGs were enriched in cell cycle pathways. Cell cycle-associated ASEs and an RBP-AS regulatory network, including 15 RBPs and their regulated ASGs, were extracted. Splicing factor proline/glutamine rich (SFPQ), microtubule-associated protein 1 B (MAP1B), heat-shock protein 90-alpha (HSP90AA1), microtubule-actin crosslinking factor 1 (MACF1), and CyclinH (CCNH) expression remarkably differed in the mouse model. This study provides novel insights into the RBP-AS interaction network in PDR and for developing screening and treatment options to prevent diabetic retinopathy-related blindness.	GSE102485	True	True
38709389	IC100, a humanized therapeutic monoclonal anti-ASC antibody alleviates oxygen-induced retinopathy in mice.	Retinopathy of prematurity (ROP), which often presents with bronchopulmonary dysplasia (BPD), is among the most common morbidities affecting extremely premature infants and is a leading cause of severe vision impairment in children worldwide. Activations of the inflammasome cascade and microglia have been implicated in playing a role in the development of both ROP and BPD. Apoptosis-associated speck-like protein containing a caspase recruitment domain (ASC) is pivotal in inflammasome assembly. Utilizing mouse models of both oxygen-induced retinopathy (OIR) and BPD, this study was designed to test the hypothesis that hyperoxia induces ASC speck formation, which leads to microglial activation and retinopathy, and that inhibition of ASC speck formation by a humanized monoclonal antibody, IC100, directed against ASC, will ameliorate microglial activation and abnormal retinal vascular formation. We first tested ASC speck formation in the retina of ASC-citrine reporter mice expressing ASC fusion protein with a C-terminal citrine (fluorescent GFP isoform) using a BPD model that causes both lung and eye injury by exposing newborn mice to room air (RA) or 85% O2 from postnatal day (P) 1 to P14. The retinas were dissected on P14 and retinal flat mounts were used to detect vascular endothelium with AF-594-conjugated isolectin B4 (IB4) and citrine-tagged ASC specks. To assess the effects of IC100 on an OIR model, newborn ASC citrine reporter mice and wildtype mice (C57BL/6 J) were exposed to RA from P1 to P6, then 75% O2 from P7 to P11, and then to RA from P12 to P18. At P12 mice were randomized to the following groups: RA with placebo PBS (RA-PBS), O2 with PBS (O2-PBS), O2 + IC100 intravitreal injection (O2-IC100-IVT), and O2 + IC100 intraperitoneal injection (O2-IC100-IP). Retinal vascularization was evaluated by flat mount staining with IB4. Microglial activation was detected by immunofluorescence staining for allograft inflammatory factor 1 (AIF-1) and CD206. Retinal structure was analyzed on H&E-stained sections, and function was analyzed by pattern electroretinography (PERG). RNA-sequencing (RNA-seq) of the retinas was performed to determine the transcriptional effects of IC100 treatment in OIR. ASC specks were significantly increased in the retinas by hyperoxia exposure and colocalized with the abnormal vasculature in both BPD and OIR models, and this was associated with increased microglial activation. Treatment with IC100-IVT or IC100-IP significantly reduced vaso-obliteration and intravitreal neovascularization. IC100-IVT treatment also reduced retinal microglial activation, restored retinal structure, and improved retinal function. RNA-seq showed that IC100 treatment corrected the induction of genes associated with angiogenesis, leukocyte migration, and VEGF signaling caused by O2. IC100 also corrected the suppression of genes associated with cell junction assembly, neuron projection, and neuron recognition caused by O2. These data demonstrate the crucial role of ASC in the pathogenesis of OIR and the efficacy of a humanized therapeutic anti-ASC antibody in treating OIR mice. Thus, this anti-ASC antibody may potentially be considered in diseases associated with oxygen stresses and retinopathy, such as ROP.		True	False
38739977	Upregulation of HMOX1 associated with M2 macrophage infiltration and ferroptosis in proliferative diabetic retinopathy.	The roles of immune cell infiltration and ferroptosis in the progression of proliferative diabetic retinopathy (PDR) remain unclear. To identify upregulated molecules associated with immune infiltration and ferroptosis in PDR, GSE60436 and GSE102485 datasets were downloaded from the Gene Expression Omnibus (GEO). Genes associated with immune cell infiltration were examined through Weighted Gene Co-expression Network Analysis (WGCNA) and CIBERSORT algorithm. Common differentially expressed genes (DEGs) were intersected with ferroptosis-associated and immune cell infiltration-related genes. Localization of cellular expression was confirmed by single-cell analysis of GSE165784 dataset. Findings were validated by qRT-PCR, ELISA, Western blotting, and immunofluorescence staining. As a result, the infiltration of M2 macrophages was significantly elevated in fibrovascular membrane samples from PDR patients than the retinas of control subjects. Analysis of DEGs, M2 macrophage-related genes and ferroptosis-related genes identified three hub intersecting genes, TP53, HMOX1 and PPARA. qRT-PCR showed that HMOX1 was significantly higher in the oxygen-induced retinopathy (OIR) mouse model retinas than in controls. Single-cell analysis confirmed that HMOX1 was located in M2 macrophages. ELISA and western blotting revealed elevated levels of HMOX1 in the vitreous humor of PDR patients and OIR retinas, and immunofluorescence staining showed that HMOX1 co-localized with M2 macrophages in the retinas of OIR mice. This study offers novel insights into the mechanisms associated with immune cell infiltration and ferroptosis in PDR. HMOX1 expression correlated with M2 macrophage infiltration and ferroptosis, which may play a crucial role in PDR pathogenesis.	GSE102485;GSE165784;GSE60436	True	True
38958972	Epithelial Membrane Protein 2 (EMP2) Blockade Attenuates Pathological Neovascularization in Murine Oxygen-Induced Retinopathy.	Retinopathy of prematurity (ROP) results from postnatal hyperoxia exposure in premature infants and is characterized by aberrant neovascularization of retinal blood vessels. Epithelial membrane protein-2 (EMP2) regulates hypoxia-inducible factor (HIF)-induced vascular endothelial growth factor (VEGF) production in the ARPE-19 cell line and genetic knock-out of Emp2 in a murine oxygen-induced retinopathy (OIR) model attenuates neovascularization. We hypothesize that EMP2 blockade via intravitreal injection protects against neovascularization. Ex vivo choroid sprouting assay was performed, comparing media and human IgG controls versus anti-EMP2 antibody (Ab) treatment. In vivo, eyes from wild-type (WT) mice exposed to hyperoxia from postnatal (P) days 7 to 12 were treated with P12 intravitreal injections of control IgG or anti-EMP2 Abs. Neovascularization was assessed at P17 by flat mount imaging. Local and systemic effects of anti-EMP2 Ab treatment were assessed. Choroid sprouts treated with 30 µg/mL of anti-EMP2 Ab demonstrated a 48% reduction in vessel growth compared to control IgG-treated sprouts. Compared to IgG-treated controls, WT OIR mice treated with 4 µg/g of intravitreal anti-EMP2 Ab demonstrated a 42% reduction in neovascularization. They demonstrated down-regulation of retinal gene expression in pathways related to vasculature development and up-regulation in genes related to fatty acid oxidation and tricarboxylic acid cycle respiratory electron transport, compared to controls. Anti-EMP2 Ab-treated OIR mice did not exhibit gross retinal histologic abnormalities, vision transduction abnormalities, or weight loss. Our results suggest that EMP2 blockade could be a local and specific treatment modality for retinal neovascularization in oxygen-induced retinopathies, without systemic adverse effects.		True	False
38978601	Timed topical dexamethasone eye drops improve mitochondrial function to prevent severe retinopathy of prematurity.	Pathological neovascularization in retinopathy of prematurity (ROP) can cause visual impairment in preterm infants. Current ROP treatments which are not preventative and only address late neovascular ROP, are costly and can lead to severe complications. We showed that topical 0.1% dexamethasone eye drops administered prior to peak neovessel formation prevented neovascularization in five extremely preterm infants at high risk for ROP and suppressed neovascularization by 30% in mouse oxygen-induced retinopathy (OIR) modeling ROP. In contrast, in OIR, topical dexamethasone treatment before any neovessel formation had limited efficacy in preventing later neovascularization, while treatment after peak neovessel formation had a non-statistically significant trend to exacerbating disease. Optimally timed topical dexamethasone suppression of neovascularization in OIR was associated with increased retinal mitochondrial gene expression and decreased inflammatory marker expression, predominantly found in immune cells. Blocking mitochondrial ATP synthetase reversed the inhibitory effect of dexamethasone on neovascularization in OIR. This study provides new insights into topical steroid effects in retinal neovascularization and into mitochondrial function in phase II ROP, and suggests a simple clinical approach to prevent severe ROP.		True	False
39005408	Endothelial Zmiz1 modulates physiological and pathophysiological angiogenesis during retinal development.	Angiogenesis is a highly coordinated process involving the control of various endothelial cell behaviors. Mechanisms for transcription factor involvement in the regulation of endothelial cell dynamics and angiogenesis have become better understood, however much remains unknown, especially the role of non-DNA binding transcriptional cofactors. Here, we show that Zmiz1, a transcription cofactor, is enriched in the endothelium and critical for embryonic vascular development, postnatal retinal angiogenesis, and pathological angiogenesis in oxygen induced retinopathy (OIR). In mice, endothelial cell-specific deletion of Zmiz1 during embryogenesis led to lethality due to abnormal angiogenesis and vascular defects. Inducible endothelial cell-specific ablation of Zmiz1 postnatally resulted in impaired retinal vascular outgrowth, decreased vascular density, and increased vessel regression. In addition, angiogenic sprouting in the superficial and deep layers of the retina was markedly reduced. Correspondingly, vascular sprouting in fibrin bead assays was significantly reduced in the absence of Zmiz1, while further in vitro and in vivo evidence also suggested deficits in EC migration. In agreement with the defective sprouting angiogenesis phenotype, gene expression analysis of isolated retinal endothelial cells revealed downregulation of tip-cell enriched genes upon inactivation of Zmiz1. Lastly, our study suggested that endothelial Zmiz1 is critical for intraretinal revascularization following hypoxia exposure in the OIR model. Taken together, these findings begin to define the previously unspecified role of endothelial Zmiz1 in physiological and pathological angiogenesis.		True	False
39153705	The STAT1-SLC31A1 axis: Potential regulation of cuproptosis in diabetic retinopathy.	By identifying molecular biological markers linked to cuproptosis in diabetic retinopathy (DR), new pathobiological pathways and more accessible diagnostic markers can be developed. The datasets related to DR were acquired from the Gene Expression Omnibus database, while genes associated with cuproptosis were sourced from previously published compilations. Consensus clustering was conducted to delineate distinct DR subclasses. Feature genes were identified utilizing weighted correlation network analysis (WGCNA). Additionally, two machine-learning algorithms were employed to refine the selection of feature genes. Finally, we conducted preliminary validation experiments to ascertain the involvement of cuproptosis in DR development and the transcriptional regulation of critical genes using both the streptozotocin-induced diabetic mouse model and the high glucose-induced BV2 model. In the STZ-induced diabetic mouse retinas, a decrease in the expression of cuproptosis signature proteins (FDX1, DLAT, and NDUFS8) suggested the occurrence of cuproptosis in DR. Subsequently, the expression of eight cuproptosis differential genes was validated through the STZ-induced diabetes and oxygen-induced retinopathy (OIR) models, with the key gene SLC31A1 showing upregulation in both models and dataset species. Further analyses, including weighted gene co-expression network analysis, GSVA, and immune infiltration analysis, indicated a close correlation between cuproptosis and microglia function. Additionally, validation in an in vitro model of microglia indicated the occurrence of cuproptosis in microglia under high glucose conditions, alongside abnormal expression of STAT1 with SLC31A1. Our findings suggest that STAT1/SLC31A1 may pave the way for a deeper comprehension of the mechanistic basis of DR and offer potential therapeutic avenues.		True	True
39287727	Timed topical dexamethasone eye drops improve mitochondrial function to prevent severe retinopathy of prematurity.	Pathological neovascularization in retinopathy of prematurity (ROP) can cause visual impairment in preterm infants. Current ROP treatments which are not preventative and only address late neovascular ROP, are costly and can lead to severe complications. We showed that topical 0.1% dexamethasone eye drops administered prior to peak neovessel formation prevented neovascularization in five extremely preterm infants at high risk for ROP and suppressed neovascularization by 30% in mouse oxygen-induced retinopathy (OIR) modeling ROP. In contrast, in OIR, topical dexamethasone treatment before any neovessel formation had limited efficacy in preventing later neovascularization, while treatment after peak neovessel formation had a non-statistically significant trend to exacerbating disease. Optimally timed topical dexamethasone suppression of neovascularization in OIR was associated with increased retinal mitochondrial gene expression and decreased inflammatory marker expression, predominantly found in immune cells. Blocking mitochondrial ATP synthetase reversed the inhibitory effect of dexamethasone on neovascularization in OIR. This study provides new insights into topical steroid effects in retinal neovascularization and into mitochondrial function in phase II ROP, and suggests a simple clinical approach to prevent severe ROP.		True	False
39491782	Role of angiopoietin-like 4 in neovascularization associated with retinopathy of prematurity.	To elucidate the mechanisms of angiopoietin-like 4 (ANGTPL4) in neovascularization (NV) in retinopathy of prematurity (ROP). We compared ANGPTL4 expression levels of aqueous humour and vitreous fluid samples in infants with acute-phase ROP and control group. ANGPTL4-/- mice and WT mice were used to constructed oxygen-induced retinopathy (OIR) mouse models, with retinal tissues collected on postnatal days 12 (P12), 15 (P15) and 17 (P17). Analysis of retinal vessels and transcriptomics were performed to explore the role of ANGTPL4 in NV. The results showed ANGPTL4 level was significantly higher in the aqueous humour and vitreous fluid of children with ROP than that of control group. At P15 and P17, the vascular indices in the ANGPTL4-/--CON group were lower than those in the WT-CON group. The central non-perfused area of the retina and number of neovascular nuclei were also smaller in the ANGPTL4-/--OIR group than in the WT-OIR group. Immunofluorescence results showed the overexpression of ANGPTL4 protein in the WT-OIR group than in the WT-CON group, especially at P17. Furthermore, extracellular matrix (ECM) organisation was one of the key involved pathways based on gene ontology (GO) enrichment analyses. ANGPTL4 was one of the core genes involved in ECM organization, and neuralized E3 ubiquitin protein ligase 1B (NEURL1B), cd36 Molecule (CD36), matrix metallopeptidase 3 (MMP3) and collagen type III alpha 1 chain (COL3A1) were the first nodes interacting with ANGPTL4.In conclusion, ANGPTL4 is involved in the pathological NV by regulating NEURL1B, CD36, MMP3, and COL3A1. Thus, ANGPTL4 is a potential therapeutic target for ROP.		True	False
39506758	m6A-methylase METTL3 promotes retinal angiogenesis through modulation of metabolic reprogramming in RPE cells.	Retinal neovascularization (RNV) disease is one of the leading causes of blindness, yet the molecular underpinnings of this condition are not well understood. To delve into the critical aspects of cell-mediated angiogenesis, we analyzed our previously published single-cell data. Our analysis revealed that retinal pigment epithelium (RPE) cells serve a crucial promotional function in angiogenesis. RPE cells were regulated by N6-methyladenosine (m6A). Next, we detected several critical m6A methylase in hypoxic ARPE-19 cells and in oxygen-induced retinopathy (OIR) mice, our results revealed a significant decrease in the level of methyltransferase like 3 (METTL3). METTL3 specific inhibitor STM2457 intravitreal injection or METTL3 conditional knockout mice both showed a significantly reduced neovascularization area of retina. Additionally, the angiogenesis-related abilities of human retinal endothelial cells (HRECs) were diminished after co-cultured with ARPE-19 treated with STM2457 or sh-METTL3 in vitro. Furthermore, through the integration of Methylated RNA immunoprecipitation (MeRIP) sequencing and RNA sequencing, we discovered that the metabolic enzyme quinolinate phosphoribosyltransferase (QPRT) was directly modified by METTL3 and recognized by the YTH N6-methyladenosine RNA binding protein C1 (YTHDC1). Moreover, after over-expressing QPRT, the angiogenic abilities of HRECs were improved through the phosphorylated phosphatidylinositol-3-kinase (p-PI3K)/ phosphorylated threonine kinase (p-AKT) pathway. Collectively, our study provided a novel therapeutic target for retinal angiogenesis.		True	False
39565875	Monoclonal antibodies that block Roundabout 1 and 2 signaling target pathological ocular neovascularization through myeloid cells.	Roundabout (ROBO) 1 and 2 are transmembrane receptors that bind secreted SLIT ligands through their extracellular domains (ECDs) and signal through their cytoplasmic domains to modulate the cytoskeleton and regulate cell migration, adhesion, and proliferation. SLIT-ROBO signaling regulates pathological ocular neovascularization, which is a major cause of vision loss worldwide, but pharmacological tools to prevent SLIT-ROBO signaling are lacking. Here, we developed human monoclonal antibodies (mAbs) against the ROBO1 and ROBO2 ECDs. One antibody that inhibited in vitro SLIT2 signaling through ROBO1 and ROBO2 (anti-ROBO1/2) also reduced ocular neovascularization in oxygen-induced retinopathy (OIR) and laser-induced corneal neovascularization (CNV) mouse models in vivo. Single-cell RNA sequencing of OIR retinas revealed that antibody treatment affected several cell types relevant to physiological and pathological angiogenesis, including endothelial cells, pericytes, and a heterogeneous population of myeloid cells. mAb treatment improved blood-retina barrier integrity and prevented pathological pericyte activation in OIR. SLIT-ROBO signaling inhibition prevented pathological activation of myeloid cells and increased neuroprotective myeloid populations normally seen in the developing retina. Microglia/infiltrating macrophage-specific ablation of Robo1 and Robo2 or knockout of the downstream effector phosphatidylinositol 3-kinase (Pik3cg) encoding PI3Kγ in both OIR and CNV models phenocopied anti-ROBO1/2 treatment, further demonstrating the key role of myeloid cells as drivers of ocular neovascular diseases. ROBO1/2 blocking antibodies may thus provide a promising strategy to combat inflammation in blinding eye diseases.		True	False
39789310	Systemic regulation of retinal medium-chain fatty acid oxidation repletes TCA cycle flux in oxygen-induced retinopathy.	Activation of anaplerosis takes away glutamine from the biosynthetic pathways to the energy-producing TCA cycle. Especially, induction of hyperoxia driven anaplerosis in neurovascular tissues such as the retina during early stages of development could deplete biosynthetic precursors from newly proliferating endothelial cells impeding physiological angiogenesis and leading to vasoobliteration. Using an oxygen-induced retinopathy (OIR) mouse model, we investigated the metabolic differences between OIR-resistant BALB/cByJ and OIR susceptible C57BL/6J strains at system levels to understand the molecular underpinnings that potentially contribute to hyperoxia-induced vascular abnormalities in the neural retina. Our systems level in vivo RNA-seq, proteomics, and lipidomic profiling and ex-vivo retinal explant studies show that the medium-chain fatty acids serves as an alternative source to feed the TCA cycle. Our findings strongly implicate that medium-chain fatty acids could suppress glutamine-fueled anaplerosis and ameliorate hyperoxia-induced vascular abnormalities in conditions such as retinopathy of prematurity.		True	False
39790557	Endothelial activating transcription factor 3 promotes angiogenesis and vascular repair in the mouse retina.	Ischemia and pathological angiogenesis in retinal vascular diseases cause serious vision-related problems. However, the transcriptional regulators of vascular repair remain unidentified. Thus, the factors and mechanisms involved in angiogenesis must be elucidated to develop approaches for restoring normal blood vessels. Here, we investigated the effects of the stress response activating transcription factor 3 (ATF3) on angiogenesis and vascular regeneration in vitro and in vivo. ATF3 was expressed specifically in retinal vascular endothelial cells (ECs) during vascular development. Vascular endothelial growth factor stimulation upregulated ATF3 expression in cultured ECs. The downregulated ATF3 expression in ECs caused the deterioration of vascular network formation in vitro and in vivo. Moreover, ATF3 deletion in a model of oxygen-induced retinopathy inhibited retinal vascular repair but not pathological neovascularization. Transcriptome analysis confirmed that high ATF3 expression upregulated the expression of angiogenesis-related genes in ECs. ATF3 may aid vascular repair therapy in retinal vascular diseases.		True	False
39888634	Inhibition of Retinal Neovascularization by BEZ235: Targeting the Akt/4EBP1/Cyclin D1 Pathway in Endothelial Cells.	To investigate the therapeutic efficacy of BEZ235, a dual PI3K/mTOR inhibitor, in suppressing pathological neovascularization in an oxygen-induced retinopathy (OIR) mouse model and explore the role of cyclin D1 in endothelial cell cycle regulation. Single-cell RNA sequencing was performed to analyze gene expression and cell-cycle alterations in retinal endothelial cells under normoxic and OIR conditions. The effects of BEZ235 on human umbilical vein endothelial cells (HUVECs) and human retinal microvascular endothelial cells (HRMECs) were evaluated by assessing cell viability, cell-cycle progression, proliferation, migration, and tube formation. In the OIR mouse model, retinal neovascularization was evaluated by retinal flatmount immunofluorescence staining, hematoxylin and eosin (H&E) staining, quantitative reverse-transcription polymerase chain reaction (RT-qPCR), and western blot analyses. The in vivo toxicity of BEZ235 was evaluated by electroretinography (ERG) and histological examination of the heart, liver, spleen, lungs, and kidneys. In vitro, BEZ235 significantly inhibited cell cycle progression by downregulating cyclin D1 at both mRNA and protein levels, inducing G0/G1 phase arrest. This led to significant reductions in cell viability, proliferation, migration, and tube formation. In the OIR model, BEZ235 substantially decreased neovascularization and improved vascular organization. BEZ235 mediates its effects by inhibiting the PI3K/Akt/mTOR pathway, reducing Akt and 4E-binding protein 1 (4EBP1) phosphorylation levels, thus downregulating cyclin D1 expression. ERG and histological examination suggested that BEZ235 did not induce evident retinal or systemic toxicity at the dosage used to inhibit retinal neovascularization. BEZ235 effectively inhibits retinal neovascularization by downregulating cyclin D1 via 4EBP1 phosphorylation inhibition, highlighting its potential as a promising therapeutic agent for retinal neovascularization diseases.		True	False
39916601	The HAT Inhibitor ISOX-DUAL Diminishes Ischemic Areas in a Mouse Model of Oxygen-Induced Retinopathy.	Retinal ischemic disease results in significant visual impairment due to the development of fragile and disorganized, pathologically running blood vessels in the eye. Currently, the mainstay treatment for this disease is the intravitreal administration of anti-VEGF drugs targeting vascular endothelial growth factor (VEGF), which induces angiogenesis. However, current anti-VEGF drugs do not diminish the ischemic areas that lead to angiogenesis, making fundamental treatment challenging. Since retinopathy is an acquired disease caused by hypoxic stimulation from ischemia, we paid particular attention to histone acetylases. We conducted a drug screening experiment using a mouse model of oxygen-induced retinopathy (OIR), which replicates retinal ischemic disease, through the intraperitoneal administration of 17 distinct inhibitors targeting histone acetyltransferases (HAT). The results indicated that, among the 17 inhibitors, only ISOX-DUAL decreased neovascularization and ischemic regions. Furthermore, microarray analysis was conducted on the drug-treated samples to refine genes altered by the administration of ISOX-DUAL. There were 21 genes associated with angiogenesis, including Angpt2, Hmox1, Edn1, and Serpine1, exhibited upregulation in OIR mice and downregulation following treatment with ISOX-DUAL. Furthermore, STRING analysis confirmed that the aforementioned four genes are downstream factors of hypoxia-inducible factors and are assumed to be important factors in retinal ischemic diseases.		True	False
